accuracy,precision,recall,f1_score
0.9892703890800476,0.985663082437276,0.9963768115942029,0.990990990990991
0.959227442741394,1.0,0.9311594202898551,0.9643527204502815
0.9806867241859436,0.9750889679715302,0.9927536231884058,0.9838420107719928
0.9892703890800476,0.985663082437276,0.9963768115942029,0.990990990990991
0.9871244430541992,0.9891304347826086,0.9891304347826086,0.9891304347826086
0.9935622215270996,0.9963636363636363,0.9927536231884058,0.9945553539019963
0.995708167552948,0.9927797833935018,1.0,0.996376811594203
0.9935622215270996,0.9963503649635036,0.9927272727272727,0.9945355191256832
0.991416335105896,0.9963369963369964,0.9890909090909091,0.9927007299270072
0.9892473220825195,0.9963235294117647,0.9854545454545455,0.9908592321755026
