accuracy,precision,recall,f1_score
0.9868420958518982,0.9855072463768116,0.9927007299270073,0.9890909090909091
0.9956140518188477,0.9927536231884058,1.0,0.9963636363636363
0.9912280440330505,1.0,0.9854014598540146,0.9926470588235294
0.9912280440330505,0.9856115107913669,1.0,0.9927536231884058
0.9956140518188477,1.0,0.9927007299270073,0.9963369963369962
0.9956140518188477,0.9927536231884058,1.0,0.9963636363636363
0.9824561476707458,0.9782608695652174,0.9926470588235294,0.9854014598540147
0.9912280440330505,0.9926470588235294,0.9926470588235294,0.9926470588235294
1.0,1.0,1.0,1.0
0.9955947399139404,0.9927007299270073,1.0,0.9963369963369962
