accuracy,precision,recall,f1_score
0.9806451797485352,0.9758064516129032,0.9918032786885246,0.983739837398374
0.9903225898742676,0.9864864864864865,0.9972677595628415,0.9918478260869565
0.9903069734573364,0.9891304347826086,0.994535519125683,0.9918256130790191
0.993537962436676,0.9972451790633609,0.9917808219178083,0.9945054945054944
0.9789983630180359,0.9808743169398907,0.9835616438356164,0.9822161422708617
0.9838449358940125,0.9758713136729222,0.9972602739726028,0.9864498644986449
0.9709208607673645,0.9553805774278216,0.9972602739726028,0.9758713136729223
0.959612250328064,0.9358974358974359,1.0,0.9668874172185431
0.9919224381446838,0.9864864864864865,1.0,0.9931972789115647
0.9854604005813599,0.9863387978142076,0.989041095890411,0.9876880984952121
