accuracy,precision,recall,f1_score
0.9445910453796387,0.9212070410729254,0.9900900900900901,0.9544072948328268
0.9883905053138733,0.9857142857142858,0.9945945945945946,0.9901345291479822
0.9656991958618164,0.9500430663221361,0.9936936936936936,0.9713782474680757
0.983632504940033,0.9812667261373773,0.990990990990991,0.9861048857014791
0.9910243153572083,0.9910152740341419,0.9936936936936936,0.9923526765632029
0.9868004322052002,0.990063233965673,0.9873873873873874,0.98872350022553
0.985216498374939,0.9804618117229129,0.9945945945945946,0.9874776386404293
0.987856388092041,0.9936421435059037,0.9855855855855856,0.9895974672094076
0.975712776184082,0.9641921397379912,0.9954914337240758,0.9795918367346939
0.959345281124115,0.9417808219178082,0.9918845807033363,0.966183574879227
